chunk	position	next	reference_nll	candidate_nll	kl	same_top
0	341	9067	4.01358	3.91152	0.00492007	1
0	342	411	0.00905709	0.0100209	0.000129043	1
0	343	11256	8.16823	8.16827	0.00205426	1
0	344	318	1.76421	1.52272	0.0141197	1
0	345	4290	8.02937	8.10376	0.02136	1
0	346	11302	4.86659	4.6628	0.00578458	1
0	347	1673	0.283012	0.286722	0.000773198	1
0	348	533	1.88081	1.89868	0.00170305	1
0	349	2405	5.91168	5.87298	0.000447501	1
0	350	216	0.0493559	0.0508283	0.000101717	1
0	351	34	0.00185134	0.00130468	0.000102871	1
0	352	32	0.00027865	0.000283273	8.23547e-07	1
0	353	32	0.373398	0.36032	0.000205369	1
0	354	40	1.88156	1.801	0.000611674	1
0	355	3297	0.573723	0.599684	0.00214623	1
0	356	389	0.417599	0.445319	0.00104514	1
0	357	9226	0.000470976	0.000467346	2.57367e-06	1
0	358	352	8.11371e-05	9.36847e-05	1.41649e-06	1
0	359	1135	4.10156	4.10594	0.000958838	1
0	360	253	1.2352	1.24387	0.00121227	1
0	361	16204	3.48404	3.58008	0.00299075	1
0	362	5796	0.573399	0.448025	0.0132507	1
0	363	335	0.951297	0.941331	0.00229119	1
0	364	253	3.29384	3.3021	0.00519313	1
0	365	827	5.81845	5.70626	0.00569468	0
0	366	3394	15.0396	14.9829	0.00187855	1
0	367	29	0.410778	0.324948	0.0106725	1
0	368	48	0.0529264	0.0538224	0.00010585	1
0	369	599	5.15697	5.04519	0.00449502	1
0	370	12592	6.42103	6.38377	0.00261807	1
0	371	13210	14.5205	14.5059	0.000359031	1
0	372	282	1.10351	1.14212	0.00308029	1
0	373	260	0.559816	0.568011	0.00166366	1
0	374	8552	0.949737	0.914012	0.00266554	1
0	375	3086	0.118872	0.116327	0.000310166	1
0	376	408	6.09213	6.06004	0.00276078	1
0	377	894	3.7036	3.66618	0.00516631	1
0	378	260	3.1483	3.2903	0.00440524	1
0	379	16754	0.569623	0.481493	0.0151534	1
0	380	3297	1.46288	1.71371	0.0355003	1
0	381	3922	5.1404	5.07343	0.00112364	1
0	382	411	0.0226005	0.0264273	0.000425961	1
0	383	354	3.03417	3.05441	0.00050975	1
0	384	5796	0.81812	0.772986	0.00401143	1
0	385	335	0.658756	0.653415	0.00117971	1
0	386	260	0.900566	0.936251	0.00605659	1
0	387	8552	2.29075	2.41116	0.00308606	1
0	388	3086	0.198893	0.201865	0.00055568	1
0	389	42411	7.67009	7.65202	0.00340624	1
0	390	579	2.57622	2.37517	0.00222548	1
0	391	281	2.85536	2.93431	0.00755697	1
0	392	4745	4.71727	4.63009	0.00192188	1
0	393	216	0.601184	0.57029	0.00154683	1
0	394	34	0.00567994	0.00435539	0.000189555	1
0	395	32	0.000683805	0.000580765	1.2684e-05	1
0	396	32	0.159346	0.13804	0.00144746	1
0	397	40	0.510337	0.473073	0.00115114	1
0	398	1673	0.171802	0.180933	0.000622568	1
0	399	909	1.33676	1.38056	0.00245263	1
0	400	761	2.6374	2.71752	0.00127348	0
0	401	253	0.558831	0.580751	0.00210726	1
0	402	19122	6.06373	5.97812	0.00553592	1
0	403	1791	0.110981	0.104753	0.000669812	1
0	404	281	0.654323	0.688891	0.00114905	1
0	405	3772	9.46832	9.31753	0.00596251	1
0	406	14612	1.27534	1.2479	0.0032377	1
