chunk	position	next	reference_nll	candidate_nll	kl	same_top
4	438	216	0.838435	0.850321	0.00139314	1
4	439	39	0.0079374	0.0079881	2.27259e-05	1
4	440	36	0.443521	0.434204	0.000372847	1
4	441	38	1.40486	1.42613	0.000516612	1
4	442	3297	0.232303	0.227203	0.000505358	1
4	443	384	0.926227	1.00689	0.00700509	1
4	444	4935	3.70944	3.70417	0.00266305	1
4	445	288	0.393606	0.410901	0.00173884	1
4	446	260	0.911913	0.85877	0.00395407	1
4	447	3575	2.09553	1.99424	0.00503504	1
4	448	281	3.56207	3.60671	0.00706409	1
4	449	354	3.45328	3.57315	0.0056849	1
4	450	3110	0.134011	0.168126	0.00421693	1
4	451	288	0.0300008	0.0302458	0.000118595	1
4	452	39471	9.38656	9.40827	0.00667856	0
4	453	650	0.37185	0.36999	0.000797706	1
4	454	5326	6.82384	6.79089	0.00465847	1
4	455	4795	2.79235	2.78056	0.00162267	1
4	456	1673	1.61805	1.61457	0.00185412	1
4	457	909	1.0931	1.06243	0.00214511	1
4	458	2637	3.60689	3.56952	0.00317118	1
4	459	260	0.890282	0.928718	0.00261197	1
4	460	3181	1.29627	1.15578	0.00765882	1
4	461	2754	0.0145331	0.0155053	0.000134397	1
4	462	841	1.01454	1.07646	0.00222928	1
4	463	253	8.42357	8.4074	0.000819683	1
4	464	1796	0.30165	0.30561	0.000953827	1
4	465	655	0.0147888	0.0165249	0.000129438	1
4	466	981	5.44842	5.40994	0.00149412	1
4	467	260	1.18513	1.20015	0.00127306	1
4	468	1695	3.74031	3.87766	0.00206647	1
4	469	713	0.567547	0.551418	0.00082466	1
4	470	3297	0.658969	0.692342	0.00260851	1
4	471	564	2.07373	1.98576	0.00215715	1
4	472	511	6.62275	6.60066	0.00174794	1
4	473	260	2.08281	1.96207	0.00604794	1
4	474	9266	1.86812	1.80457	0.00424495	1
4	475	592	1.17537	1.12596	0.001964	1
4	476	6344	5.45024	5.58436	0.00475698	1
4	477	411	2.94649	2.83301	0.00429063	1
4	478	260	1.28065	1.27825	0.00706011	1
4	479	9552	10.4767	10.4886	0.00866723	1
4	480	11814	0.144118	0.151655	0.00139642	1
4	481	365	5.58688	5.66241	0.0018391	1
4	482	10647	8.89044	8.72821	0.0107741	1
4	483	281	3.08644	3.10414	0.00436277	1
4	484	1686	3.17572	3.13572	0.004945	1
4	485	288	0.0765958	0.0682665	0.000742152	1
4	486	1746	2.23922	2.23473	0.00358619	1
4	487	260	2.21609	2.10073	0.00531781	1
4	488	12262	5.83684	5.75518	0.00391827	1
4	489	282	0.0260973	0.0258809	9.28151e-05	1
4	490	1636	8.91811	8.84491	0.00321534	1
4	491	29046	0.900723	0.886957	0.00296493	1
4	492	2481	0.867983	1.0442	0.0138947	1
4	493	1673	0.364252	0.395558	0.0045975	1
4	494	909	1.39715	1.38509	0.00433759	1
4	495	2093	5.59615	5.53968	0.00275333	1
4	496	1163	2.50132	2.53994	0.0074185	1
4	497	11120	2.2239	2.26159	0.00364805	1
4	498	260	1.66912	1.80998	0.00306557	1
4	499	20307	3.86885	3.87161	0.00451166	0
4	500	3297	1.50704	1.56792	0.00253721	1
4	501	2489	5.17759	5.10858	0.00075202	1
4	502	17152	8.66436	8.73977	0.00300866	1
4	503	274	0.0829799	0.0700256	0.00112617	1
4	504	260	0.831083	0.88766	0.00469449	1
4	505	15870	1.38789	1.35658	0.00360977	1
4	506	3319	5.48564	5.29558	0.00336147	1
4	507	281	3.23299	3.17505	0.000873722	1
4	508	216	2.30324	2.26027	0.00238988	1
4	509	39	0.0113249	0.0104196	7.35294e-05	1
4	510	37	1.5309	1.54168	7.12972e-05	1
5	256	3297	1.8915	1.97423	0.00248689	1
5	257	260	1.60092	1.66317	0.00327958	1
5	258	13243	2.87064	2.86307	0.00361762	1
5	259	17288	5.47941	5.49168	0.00131196	1
5	260	915	3.92187	3.83233	0.00153965	1
5	261	216	0.245668	0.231369	0.00080692	1
5	262	33	1.38011	1.40307	0.000836829	1
5	263	38	2.59567	2.60331	0.00108583	1
5	264	3394	1.7248	1.74582	0.00110919	1
5	265	30	0.271097	0.264847	0.00168172	1
5	266	48	0.187982	0.169048	0.00185643	1
5	267	216	0.371514	0.29441	0.00877841	1
5	268	41	2.39656	2.36503	0.00073079	1
5	269	2215	0.309302	0.298587	0.00108515	1
5	270	3297	2.53586	2.62311	0.00284353	1
5	271	260	3.61556	3.6677	0.00257796	1
5	272	17867	5.42249	5.49338	0.00700632	0
5	273	1953	3.03769	3.11194	0.00374907	1
5	274	719	0.699269	0.765868	0.00526083	1
5	275	17601	4.71895	4.67039	0.00555651	0
5	276	355	2.72655	2.72569	0.00165076	1
5	277	5375	2.36485	2.28917	0.00339843	1
5	278	1673	0.735918	0.703262	0.00152617	1
5	279	3897	5.246	5.28433	0.00334841	1
5	280	451	1.16615	1.13475	0.00364165	1
5	281	655	0.828963	0.888141	0.00225597	1
5	282	3297	0.855035	0.874112	0.00380568	1
5	283	13300	2.77318	2.80704	0.00522032	1
5	284	18555	0.0107659	0.0112592	8.5279e-05	1
5	285	2842	6.59667	6.5526	0.00526285	1
5	286	253	1.06097	1.03379	0.00205236	1
5	287	5932	6.53271	6.43804	0.00369952	1
5	288	38900	8.4349	8.44785	0.00619715	1
5	289	403	0.0101649	0.0161546	0.00134295	1
5	290	1029	4.75716	4.91276	0.00321709	1
5	291	35743	16.2186	16.3322	0.00251375	1
5	292	1007	0.00135926	0.00111169	2.68199e-05	1
5	293	411	0.158639	0.149784	0.00120817	1
5	294	9542	7.53775	7.53015	0.00277926	1
5	295	3297	2.21454	2.28521	0.00107591	1
5	296	2188	11.8603	11.8684	0.00257566	1
5	297	1031	5.13296	5.16903	0.00986701	1
5	298	884	0.00120035	0.00208872	0.000253256	1
5	299	284	0.432209	0.404094	0.00130388	1
5	300	11269	8.18761	8.13163	0.00438444	0
5	301	510	4.586	4.73152	0.00500363	1
5	302	695	2.6696	2.47646	0.00474227	1
5	303	5238	0.0391457	0.0512573	0.00154934	1
5	304	1673	0.456008	0.430532	0.00198723	1
5	305	669	4.9324	4.90192	0.00576635	0
5	306	1657	3.50013	3.46435	0.00388553	1
5	307	282	0.891997	0.973608	0.00397367	1
5	308	18397	8.18185	8.09072	0.00481908	1
5	309	38462	0.00784405	0.00944914	0.000199648	1
5	310	436	1.58617	1.60029	0.00245898	1
5	311	260	3.43696	3.52448	0.00364909	1
5	312	1625	9.93888	10.0686	0.00505317	1
5	313	282	0.105166	0.119753	0.00276995	1
5	314	13300	1.91585	1.88985	0.00254558	1
5	315	18555	0.0174502	0.0175841	0.000125208	1
5	316	347	4.23392	4.18785	0.00151389	1
5	317	253	0.458871	0.489685	0.00286381	1
5	318	5720	3.14971	3.28042	0.0116066	1
5	319	1577	3.42643	3.46864	0.00572946	1
5	320	3742	10.9124	10.9107	0.00396445	1
5	321	21376	14.7522	14.4436	0.00324789	1
5	322	678	5.41609	5.42325	0.00482818	1
5	323	279	3.54171	3.61895	0.00976553	1
5	324	553	5.56373	5.59341	0.00727563	1
5	325	2855	3.21305	3.19036	0.0060615	1
5	326	338	2.37621	2.42879	0.00233105	0
5	327	3297	3.97504	4.03916	0.0048334	1
5	328	476	2.42167	2.43176	0.0023635	1
5	329	1812	6.38068	6.33024	0.00391125	1
5	330	384	2.01972	1.82824	0.0064438	1
5	331	3680	3.39045	3.29327	0.00358248	1
5	332	1130	5.20598	5.22946	0.00134891	1
5	333	1272	0.0499044	0.0449029	0.000430849	1
5	334	1841	6.15544	6.08267	0.00238864	1
5	335	260	1.57749	1.66212	0.0050647	1
5	336	2397	6.17055	6.17033	0.00335027	1
5	337	282	0.189346	0.1713	0.00169289	1
5	338	650	1.35687	1.34657	0.00487468	1
5	339	1564	2.67301	2.68889	0.00361926	1
5	340	3297	2.6267	2.68515	0.00186751	1
5	341	10645	5.02829	5.10005	0.00384452	1
5	342	3297	0.932251	0.931108	0.000473144	1
5	343	284	1.57206	1.64381	0.0125697	1
5	344	19221	3.72157	3.70275	0.00465871	1
5	345	816	3.71933	3.74903	0.0035944	1
5	346	732	7.79094	7.69549	0.00464072	1
5	347	384	0.476349	0.441569	0.00271678	1
5	348	3984	2.01391	2.20138	0.00426471	1
5	349	3297	1.97919	2.04563	0.00393365	1
5	350	284	2.32193	2.54379	0.00702397	0
5	351	732	0.760559	0.804465	0.00655462	1
5	352	384	0.0639711	0.060545	0.000358519	1
5	353	14762	5.33528	5.21989	0.00326527	1
5	354	327	2.32719	2.4101	0.00183776	1
5	355	355	4.25119	4.30207	0.00616099	1
5	356	18295	0.503523	0.46783	0.00278273	1
5	357	429	4.4874	4.59642	0.0107639	1
5	358	260	1.11581	1.22445	0.00572882	1
5	359	2894	10.9772	11.1818	0.00535072	1
5	360	282	0.0778967	0.0828815	0.000414681	1
5	361	1461	7.89853	7.79865	0.0056027	1
5	362	10863	5.44729	5.54368	0.00445405	1
5	363	1841	2.67774	2.689	0.00816567	1
5	364	623	3.7614	3.89347	0.00339918	1
5	365	2163	3.38531	3.4461	0.00559869	1
5	366	260	0.863892	0.877631	0.00421415	1
5	367	12340	7.80246	7.78679	0.00365779	1
5	368	5535	1.68405	1.86923	0.00824511	1
5	369	282	0.175571	0.180971	0.000505789	1
5	370	650	0.245667	0.246159	0.000767051	1
5	371	7900	0.798249	0.793033	0.00200375	1
5	372	476	1.35799	1.22682	0.0105697	1
5	373	1673	1.23496	1.27685	0.00677036	1
5	374	3742	6.59935	6.58681	0.00592537	1
5	375	645	3.46157	3.48943	0.00393651	1
5	376	384	1.24056	1.13565	0.00568187	1
5	377	3485	7.12746	7.21121	0.00172707	1
5	378	282	1.12722	1.14956	0.00193517	1
5	379	260	0.691832	0.780648	0.00551533	1
5	380	2112	3.03248	3.00222	0.00529646	1
5	381	282	0.0376159	0.0391144	0.000180671	1
5	382	650	0.579745	0.511531	0.00437029	1
5	383	20556	4.1668	4.17477	0.00273037	0
5	384	811	3.68553	3.79355	0.0011957	1
5	385	3297	0.293521	0.276287	0.000973646	1
5	386	384	1.45634	1.39234	0.00603917	1
5	387	4642	5.93345	5.97809	0.0026404	1
5	388	288	0.748067	0.775413	0.0041369	1
5	389	260	1.45668	1.48953	0.00222443	1
5	390	6118	4.3865	4.42703	0.00553805	0
5	391	282	0.213498	0.239159	0.00257314	1
5	392	1449	1.99539	2.12286	0.0067896	1
5	393	281	2.62137	2.55191	0.00250131	0
5	394	650	1.68754	1.725	0.00320514	1
5	395	7900	1.68271	1.77363	0.00737522	1
5	396	2489	6.174	6.24675	0.00238728	1
5	397	282	1.02711	0.97837	0.00199065	1
5	398	21170	3.0142	2.81867	0.0058491	1
5	399	1980	3.34826	3.166	0.00244295	1
5	400	650	1.18989	1.15528	0.002303	1
5	401	1038	0.210664	0.217259	0.00110878	1
5	402	33666	4.71206	4.67901	0.0100053	0
5	403	1579	0.00573974	0.00659588	0.000130418	1
5	404	266	0.00911084	0.00999938	0.000301186	1
5	405	1673	0.369657	0.389933	0.00176455	1
5	406	13300	4.88135	4.90468	0.00434273	1
5	407	18555	0.00959346	0.00898179	8.83165e-05	1
5	408	4150	4.16022	4.111	0.00335263	1
5	409	1577	3.7367	3.79176	0.00264164	1
5	410	3717	2.0279	2.09949	0.00180677	1
5	411	6874	13.6834	13.4076	0.0105441	1
5	412	4755	0.572822	0.666109	0.00906323	1
5	413	335	1.60945	1.61707	0.00279051	1
5	414	732	4.77473	4.72196	0.00633627	1
5	415	339	4.16463	4.31353	0.00305908	1
5	416	457	1.60962	1.65737	0.00253436	1
5	417	4161	5.98819	6.09722	0.00307789	1
5	418	738	0.547438	0.508533	0.00563297	1
5	419	3297	1.05226	1.15508	0.00561619	1
5	420	585	6.11295	6.21886	0.00260318	1
5	421	908	5.50735	5.4963	0.00237288	1
5	422	339	2.68633	2.88217	0.00900693	1
5	423	699	4.11639	3.90231	0.0096475	1
5	424	715	5.73099	5.60468	0.00366317	1
5	425	6118	4.21383	4.20059	0.0111797	1
5	426	3297	0.962299	1.00723	0.00404379	1
5	427	260	3.57386	3.62156	0.0032079	1
5	428	1273	6.42302	6.43457	0.00499219	1
5	429	555	1.75858	1.8602	0.0119696	1
5	430	1251	3.97327	3.96591	0.00477695	1
5	431	13722	5.62331	5.41611	0.00651086	0
5	432	325	1.89197	1.85868	0.00406686	1
5	433	31305	9.25379	9.13902	0.006863	1
5	434	1007	0.0239371	0.0303376	0.000764611	1
5	435	411	0.717615	0.747974	0.00177659	1
5	436	260	1.33703	1.35453	0.00247172	1
5	437	11113	8.82672	9.0306	0.00560778	1
5	438	1673	4.12433	4.1948	0.00144403	1
5	439	3717	1.60029	1.62184	0.00268279	1
5	440	533	3.5141	3.37393	0.00322806	1
5	441	216	1.28866	1.17018	0.00427198	1
5	442	39	0.0247128	0.0237387	9.18576e-05	1
5	443	37	0.210799	0.212646	0.00021411	1
5	444	38	0.934807	0.960713	0.00485442	1
5	445	3297	0.337185	0.369863	0.00177145	1
5	446	12702	5.71054	5.59379	0.0022356	1
5	447	2273	2.6111	2.59601	0.00383736	1
5	448	9819	0.560244	0.566022	0.000796945	1
5	449	106	0.0186325	0.0204248	0.000469128	1
5	450	516	0.0431064	0.033097	0.00155998	1
5	451	436	2.5774	2.45917	0.00529585	1
5	452	5657	1.67819	1.63145	0.00282178	1
5	453	288	0.051961	0.0480415	0.000282451	1
5	454	16360	3.71814	3.68663	0.00428301	1
5	455	260	2.17582	2.2139	0.00344979	1
5	456	3575	0.285512	0.24786	0.00318842	1
5	457	284	2.61635	2.53571	0.00196416	1
5	458	14534	5.03615	5.17485	0.00250614	1
5	459	6109	0.0198841	0.0198933	2.83917e-05	1
5	460	1673	2.22081	2.19745	0.0023716	1
5	461	13300	2.56473	2.59215	0.0019205	1
5	462	18555	0.00320846	0.00299152	5.45952e-05	1
5	463	3297	2.92037	2.85224	0.00325171	1
5	464	617	1.39365	1.34767	0.00256961	1
5	465	761	0.586427	0.639572	0.0023392	1
5	466	719	1.15374	1.12084	0.00294264	1
5	467	2025	6.49041	6.44023	0.00371143	1
5	468	429	2.00367	1.99945	0.00222399	1
5	469	260	1.35468	1.41792	0.0017645	1
5	470	2240	4.59929	4.80222	0.0120462	1
5	471	3297	2.10411	2.15886	0.000988393	1
5	472	2637	3.268	3.27298	0.00440303	1
5	473	650	2.8292	2.85395	0.00234266	1
5	474	1564	3.14166	3.14446	0.00394558	1
5	475	288	1.29031	1.36338	0.00329933	1
5	476	253	2.46381	2.47543	0.00384338	1
5	477	1379	3.96325	3.86457	0.0041994	1
5	478	282	1.16887	1.20618	0.00194289	1
5	479	2950	1.3295	1.29491	0.00588407	1
5	480	284	2.04346	1.98855	0.00227709	1
5	481	11120	7.93514	7.98325	0.00532108	1
5	482	288	0.0456598	0.040409	0.000474504	1
5	483	5757	3.20572	3.01271	0.00783551	1
5	484	260	1.75674	1.90756	0.00479054	1
5	485	4772	3.54702	3.6874	0.00432607	1
5	486	282	3.44192	3.40202	0.00174078	1
5	487	260	1.40593	1.36884	0.0060127	0
5	488	725	1.9324	2.0108	0.0034953	1
5	489	15870	0.405654	0.397564	0.0007374	1
5	490	365	6.34684	6.69756	0.00533305	1
5	491	29741	8.79189	8.71748	0.00381327	1
5	492	516	0.145108	0.151615	0.000944003	1
5	493	2481	0.435795	0.498704	0.00485	1
5	494	3297	1.76243	1.86879	0.00256879	1
5	495	564	0.614252	0.638847	0.00163618	1
5	496	384	2.36748	2.41599	0.00322602	1
5	497	436	0.680656	0.623093	0.00405149	1
5	498	8025	3.36065	3.21717	0.00547429	1
5	499	411	1.07478	1.14725	0.00287917	1
5	500	260	0.757262	0.746097	0.00529958	1
5	501	23773	3.81603	3.75398	0.00518043	0
5	502	284	1.07771	1.00875	0.00248602	1
5	503	2473	2.87138	2.81655	0.00259034	1
5	504	288	0.283597	0.279921	0.000439322	1
5	505	27006	3.25662	3.15649	0.00923786	1
5	506	637	2.78854	2.99108	0.0104846	1
5	507	276	0.192573	0.142136	0.00813642	1
5	508	1673	1.66954	1.65018	0.00268296	1
5	509	533	2.93317	2.88891	0.00267421	1
5	510	260	1.65391	1.61226	0.00308373	1
6	256	451	3.51712	3.56304	0.00443584	1
6	257	553	9.58977	9.58857	0.00299715	1
6	258	11854	6.03335	5.81145	0.00364333	1
6	259	719	0.0424812	0.0470743	0.000470877	1
6	260	39363	5.64254	5.65928	0.00665429	0
6	261	288	0.110312	0.115049	0.000290051	1
6	262	21382	5.83613	5.65268	0.00602936	1
6	263	3297	1.65964	1.73933	0.00201206	1
6	264	564	1.57257	1.48969	0.00313673	1
6	265	12524	9.84129	9.74862	0.00343682	1
6	266	9515	9.67643	10.0149	0.00941459	1
6	267	338	1.3039	1.23483	0.00219158	1
6	268	16255	10.7025	10.8475	0.0016986	1
6	269	314	3.67607	3.7606	0.00270943	1
6	270	253	2.49886	2.40658	0.00954888	1
6	271	540	1.00923	1.01558	0.00141238	1
6	272	2003	1.8002	1.84851	0.00499986	1
6	273	2166	2.18699	2.12047	0.00187322	1
6	274	1673	0.451486	0.429892	0.000924313	1
6	275	909	1.95571	2.03019	0.00306417	1
6	276	1867	7.3152	7.48123	0.00320914	1
6	277	4957	4.18363	4.07578	0.00595351	1
6	278	1130	7.58778	7.68837	0.0012276	1
6	279	2976	3.66816	3.56953	0.00515655	1
6	280	3737	2.46889	2.36567	0.0025821	1
6	281	281	0.65661	0.636277	0.00448038	1
6	282	43653	8.23733	8.1507	0.00649402	1
6	283	39189	5.70212	5.49209	0.006693	1
6	284	365	3.81249	3.96362	0.00378816	1
6	285	1209	4.30039	4.54682	0.0104118	1
6	286	312	5.77115	5.88344	0.00694394	1
6	287	1506	2.42563	2.60063	0.00522042	1
6	288	88	0.575654	0.562888	0.00727834	1
6	289	9010	0.0265643	0.0225208	0.00124453	1
6	290	3297	2.09733	2.03435	0.00275864	1
6	291	452	2.65891	2.84605	0.0105444	1
6	292	487	0.0355996	0.0269857	0.00141632	1
6	293	101	0.0662616	0.0704157	0.00150471	1
6	294	10416	2.90817	2.90913	0.00462806	1
6	295	2481	0.502043	0.504302	0.000489366	1
6	296	3297	1.14236	1.14377	0.00218562	1
6	297	837	1.5058	1.39763	0.00389353	1
6	298	384	0.295179	0.282481	0.00128442	1
6	299	4150	4.48706	4.63544	0.00391941	1
6	300	540	5.05086	5.02572	0.00404416	1
6	301	670	2.183	2.1492	0.00517595	1
6	302	20992	4.88487	4.72438	0.00273539	1
6	303	11515	0.635594	0.664233	0.00201772	1
6	304	1673	0.749553	0.747294	0.000800128	1
6	305	3717	2.00836	1.98833	0.00404456	1
6	306	3717	6.55631	6.49298	0.00205029	1
6	307	446	10.3334	10.5568	0.00304187	1
6	308	446	3.11565	3.21444	0.00664598	1
6	309	446	0.566211	0.652054	0.00620247	1
6	310	39748	12.5635	12.7266	0.0032949	1
6	311	496	1.04541	0.808545	0.0282076	1
6	312	446	3.57983	3.64398	0.00445654	1
6	313	446	0.693066	0.619388	0.00647388	1
6	314	446	0.171781	0.161846	0.00103737	1
6	315	3717	3.71847	3.79784	0.00207002	1
6	316	3717	2.76722	2.81974	0.00461207	1
6	317	533	3.26925	3.14357	0.00555527	1
6	318	4645	3.74332	3.80643	0.0049882	1
6	319	216	0.428381	0.39424	0.00230728	1
6	320	39	0.0333833	0.0345966	5.81851e-05	1
6	321	37	0.594302	0.629107	0.000723559	1
6	322	41	0.25823	0.269607	0.000254383	1
6	323	3297	0.129706	0.1274	0.000478276	1
6	324	384	1.61536	1.69205	0.00321149	1
6	325	13099	6.67108	6.64328	0.00264624	1
6	326	14692	3.67619	3.66548	0.00254059	1
6	327	281	0.249421	0.242701	0.00116321	1
6	328	27663	7.00176	6.91779	0.00726415	1
6	329	6058	3.87152	3.87866	0.0125324	1
6	330	365	2.14709	2.22124	0.00260663	1
6	331	2148	2.99914	2.95304	0.00496232	1
6	332	452	3.94494	4.11682	0.00322254	1
6	333	487	0.0761371	0.0800929	0.000601321	1
6	334	101	0.0325685	0.0290576	0.000619375	1
6	335	2481	1.29317	1.4114	0.00305648	1
6	336	1673	2.64179	2.59589	0.00164665	1
6	337	909	1.81203	1.86942	0.00231508	1
6	338	27720	6.45097	6.35297	0.00458484	1
6	339	335	2.2334	2.18008	0.001624	1
6	340	4645	2.79845	2.80933	0.0028333	1
6	341	216	0.0272611	0.0237577	0.000292178	1
6	342	34	1.60486	1.57007	0.000481948	1
6	343	36	2.47604	2.42029	0.00159585	1
6	344	327	3.72789	3.8793	0.00209541	1
6	345	39748	4.27144	4.18573	0.00542284	1
6	346	496	0.00538734	0.00426145	0.000161425	1
6	347	365	2.51507	2.55468	0.000556655	1
6	348	334	6.23267	6.29666	0.00409868	1
6	349	485	0.0221712	0.01796	0.000606088	1
6	350	9819	0.053488	0.0598373	0.00167466	1
6	351	10416	0.626027	0.599989	0.00326486	1
6	352	2481	0.17839	0.18509	0.000294432	1
6	353	3297	1.03686	1.09133	0.00249425	1
6	354	837	0.920572	0.842072	0.00420754	1
6	355	384	0.162814	0.146399	0.00117773	1
6	356	436	1.80644	1.81016	0.00258312	1
6	357	17475	9.30082	9.27275	0.00526816	1
6	358	411	0.256688	0.267101	0.000842578	1
6	359	1679	5.94944	5.76411	0.00616608	1
6	360	3000	8.99942	9.18452	0.0076489	1
6	361	2877	0.0936828	0.0900965	0.000776344	1
6	362	284	5.98856	5.90052	0.00426913	0
6	363	6955	6.37208	6.33605	0.00497014	0
6	364	5720	2.7112	2.69753	0.00508271	1
6	365	2820	7.6873	7.75685	0.00246618	1
6	366	89	2.12766	2.15442	0.00658733	0
6	367	4721	5.69774	5.72677	0.00351085	1
6	368	1673	0.270293	0.259414	0.00113201	1
6	369	13300	5.64993	5.51096	0.00217957	1
6	370	11828	10.7846	11.0713	0.00227163	1
6	371	1552	8.92062	8.89004	0.0034656	1
6	372	3930	1.0359	1.0643	0.00175026	1
6	373	281	0.41101	0.458163	0.00284509	1
6	374	334	3.52241	3.69242	0.0090291	0
6	375	485	0.121767	0.116222	0.00125169	1
6	376	9819	0.0137513	0.0148354	0.000229874	1
6	377	327	4.00402	3.93693	0.00542173	1
6	378	768	4.59093	4.4626	0.00172005	1
6	379	282	0.0206915	0.0247234	0.000744607	1
6	380	260	0.538177	0.564875	0.00349545	1
6	381	1867	1.36657	1.4731	0.00444982	1
6	382	2531	3.50798	3.51702	0.00273288	1
6	383	929	0.102018	0.109129	0.00054389	1
6	384	1673	0.559974	0.594114	0.00152184	1
6	385	1428	5.69835	5.68344	0.00275637	1
6	386	260	1.54986	1.60567	0.00319647	1
6	387	15339	2.92323	2.81766	0.00348525	1
6	388	282	0.0796994	0.0742385	0.000320289	1
6	389	338	3.60854	3.47307	0.000534619	1
6	390	713	0.0666399	0.056224	0.00116277	1
6	391	384	1.54576	1.58476	0.00120497	1
6	392	436	1.21226	1.19653	0.000734625	1
6	393	281	2.87276	2.87605	0.0039721	1
6	394	3216	11.2689	11.0851	0.00248276	1
6	395	7241	3.25821	3.31166	0.00490951	1
6	396	3297	1.93881	2.00291	0.0020928	1
6	397	284	0.829436	0.825748	0.0010892	1
6	398	2362	7.25788	7.30329	0.00309251	1
6	399	11515	8.96305	9.19826	0.00460626	1
6	400	43906	6.43518	6.26025	0.00229716	1
6	401	724	5.37858	5.23011	0.00525438	1
6	402	288	1.04794	1.02236	0.00126873	1
6	403	1461	6.16695	6.0787	0.00396363	1
6	404	43838	10.2103	10.177	0.00343485	1
6	405	1673	1.16352	1.21991	0.00413263	1
6	406	909	1.34414	1.25059	0.00420073	1
6	407	436	1.69216	1.79382	0.00361589	1
6	408	27650	6.83312	6.98267	0.00490581	1
6	409	411	2.3215	2.20921	0.00397891	1
6	410	23635	9.99115	9.9386	0.00264665	1
6	411	25048	6.00874	5.96615	0.00529337	1
6	412	3297	0.596092	0.565983	0.00277592	1
6	413	253	1.21063	1.13988	0.00244886	1
6	414	3289	3.2102	3.42915	0.00513265	1
6	415	284	2.56807	2.58552	0.00206672	1
6	416	4302	3.82579	3.8007	0.00570948	1
6	417	18036	3.24066	3.31251	0.00469723	1
6	418	617	3.58977	3.77826	0.00598655	1
6	419	436	2.1832	2.09068	0.00430201	1
6	420	9951	4.17341	4.23114	0.0031427	1
6	421	13807	8.19329	8.25676	0.00327354	1
6	422	2210	7.80544	7.95743	0.00273794	1
6	423	418	4.41554	4.46693	0.00072935	1
6	424	39748	2.82249	2.82784	0.00249739	1
6	425	496	0.00123086	0.000886625	6.97001e-05	1
6	426	1673	0.692828	0.699501	0.00112552	1
6	427	6372	5.97315	5.92361	0.00591843	1
6	428	650	1.18069	1.22255	0.00649527	1
6	429	3216	3.01243	2.90122	0.00513594	1
6	430	1828	4.13423	4.10999	0.00327734	1
6	431	3297	0.464294	0.44631	0.00127661	1
6	432	451	5.04639	4.95923	0.00432665	1
6	433	436	1.91413	1.97095	0.00550333	1
6	434	582	4.73328	4.74291	0.00519493	1
6	435	282	0.0976527	0.0955058	0.000772483	1
6	436	260	0.227608	0.255198	0.00186574	1
6	437	1473	3.98254	4.01328	0.00374494	1
6	438	4477	0.000414893	0.000396644	9.32426e-06	1
6	439	284	3.62431	3.62713	0.00128478	1
6	440	768	0.204562	0.224395	0.00202895	1
6	441	11927	5.42611	5.53866	0.00423713	1
6	442	5324	3.20367	3.18676	0.000656857	1
6	443	282	0.684965	0.654838	0.00189857	1
6	444	650	0.0641511	0.0618144	0.000364034	1
6	445	1029	0.194186	0.171683	0.00177568	1
6	446	1673	0.379483	0.405547	0.00303654	1
6	447	3027	6.34094	6.25316	0.00264613	1
6	448	282	0.822795	0.856371	0.00184695	1
6	449	13300	5.10344	5.00071	0.00425399	1
6	450	637	0.680829	0.71982	0.00213564	1
6	451	99	0.00622515	0.00777937	0.000199816	1
6	452	11515	0.281469	0.284744	0.00061212	1
6	453	429	5.01307	4.89387	0.00404786	1
6	454	451	0.573381	0.521063	0.003688	1
6	455	1657	0.276221	0.274296	0.000474833	1
6	456	359	1.20564	1.16947	0.00279909	1
6	457	11927	10.0278	9.81535	0.00839352	1
6	458	24950	6.68681	6.88094	0.00302986	1
6	459	282	0.0281569	0.0316617	0.000288387	1
6	460	650	2.51591	2.66273	0.0123526	1
6	461	1029	3.32809	3.29479	0.00493206	1
6	462	418	3.51931	3.59925	0.00554018	1
6	463	476	8.87054	8.92728	0.00336091	1
6	464	338	8.25163	8.21069	0.00541271	0
6	465	2823	7.18224	6.77405	0.0037588	1
6	466	38899	2.32099	2.35706	0.00400066	1
6	467	476	1.3933	1.40486	0.00296156	1
6	468	1673	0.962582	0.952695	0.00449004	1
6	469	533	3.87282	3.9125	0.00280274	1
6	470	216	1.45073	1.54019	0.00564487	1
6	471	39	0.0206841	0.0198232	5.63154e-05	1
6	472	38	0.0377874	0.0381771	1.47168e-05	1
6	473	34	2.10032	2.08137	0.00150936	1
6	474	3297	0.257175	0.256908	0.000305887	1
6	475	384	0.549059	0.587414	0.00270387	1
6	476	2049	4.19956	4.17863	0.00205682	1
6	477	260	3.41836	3.34687	0.00255941	1
6	478	2240	2.93591	2.81154	0.0112399	1
6	479	288	2.23275	2.20857	0.00121198	1
6	480	8080	5.48381	5.3346	0.00276607	0
6	481	253	2.39911	2.29474	0.0045998	1
6	482	16983	4.57249	4.67103	0.00374237	1
6	483	3297	2.57404	2.59636	0.00162943	1
6	484	564	1.88947	1.82471	0.00217202	1
6	485	384	3.62535	3.57222	0.00169571	1
6	486	5598	1.56388	1.62838	0.00197627	1
6	487	281	2.17746	2.21313	0.0033488	1
6	488	4018	5.88513	5.77974	0.00742005	1
6	489	216	1.49007	1.58418	0.00262068	1
6	490	39	0.014765	0.0154882	5.61562e-05	1
6	491	38	0.0391578	0.0425542	0.00015641	1
6	492	36	2.57628	2.61723	0.00378642	1
